演员,id,参演电影总票房(亿),参演电影
郑铮,1274516,7.543,无问西东
章泽天,1338842,7.543,无问西东
黄梦莹,1349244,7.543,无问西东
保罗·菲利普·克拉克,1336356,7.543,无问西东
胡家华,1325511,7.543,无问西东
伊娜,1313886,7.543,无问西东
王天泽,1357288,7.543,无问西东
伍麟凯,1335184,7.543,无问西东
都金翰,1350175,7.543,无问西东
塞伊拉·沃西,1373292,7.4707,神秘巨星
拉杰·阿晶,1383898,7.4707,神秘巨星
提斯·沙马,1385857,7.4707,神秘巨星
卡比尔·谢赫,1385858,7.4707,神秘巨星
马努杰·沙玛,1385859,7.4707,神秘巨星
莫娜·安伯加卡尔,1369472,7.4707,神秘巨星
尼基塔·阿南德,1387400,7.4707,神秘巨星
尚,1205297,7.4707,神秘巨星
莫纳利·塔库尔,1339137,7.4707,神秘巨星
卢克·朱迪,1390577,7.2835,飓风奇劫 环太平洋：雷霆再起
赵丽颖,1275620,7.2738,西游记女儿国
罗仲谦,1313369,7.2738,西游记女儿国
梁咏琪,1000975,7.2738,西游记女儿国
刘涛,1011562,7.2738,西游记女儿国
孙伊涵,1358762,7.2738,西游记女儿国
陈雅丽,1319244,7.2738,西游记女儿国
施诗,1317921,7.2738,西游记女儿国
孙艺洲,1313842,7.2527,爱情公寓 祖宗十九代
罗兰·默勒,1334238,7.1521,摩天营救 通勤营救
王千源,1314827,7.0356,影 龙虾刑警 那些女人 张艺谋和他的“影”
伊万娜·萨赫诺,1381880,6.9496,我的间谍前男友 环太平洋：雷霆再起
蓝盈莹,1318954,6.8423,遇见你真好 环太平洋：雷霆再起
吴磊,1276150,6.7965,影 阿修罗 张艺谋和他的“影”
诺亚·泰勒,1049775,6.7671,摩天营救 玛雅蜜蜂历险记
刘嘉玲,1036905,6.7592,狄仁杰之四大天王 阿修罗 阿飞正传
内芙·坎贝尔,1027828,6.6981,摩天营救
黄经汉,1036774,6.6981,摩天营救
麦肯纳·罗伯茨,1393148,6.6981,摩天营救
诺亚·科特雷尔,1393192,6.6981,摩天营救
巴勃罗·施瑞博尔,1045049,6.6981,摩天营救
凯文·兰金,1143727,6.6981,摩天营救
昆凌,1313866,6.6981,摩天营救
文峰,1314929,6.6981,摩天营救
马特·欧莱瑞,1009351,6.6981,摩天营救
比特里斯·金,1344180,6.6981,摩天营救
马志,1321381,6.6981,摩天营救
保罗·麦克吉莱恩,1013992,6.6981,摩天营救
吴嘉星,1357327,6.6981,摩天营救
艾德里安·霍姆斯,1095063,6.6981,摩天营救
维努斯·特雷佐,1150596,6.6981,摩天营救
杰特·克莱恩,1354252,6.6981,摩天营救
拜伦·劳森,1110831,6.6981,摩天营救
关永扬,1354779,6.6981,摩天营救
法比欧·塔索恩,1261494,6.6981,摩天营救
卡洛·余,1378040,6.6981,摩天营救
胡军,1032540,6.6789,影 战神纪 张艺谋和他的“影”
榕榕,1313844,6.6556,爱情公寓 21克拉
迈克尔·B·乔丹,1107320,6.6259,黑豹
马丁·弗瑞曼,1049612,6.6259,黑豹
丹尼尔·卡卢亚,1316928,6.6259,黑豹
福里斯特·惠特克,1053567,6.6259,黑豹
约翰·卡尼,1357828,6.6259,黑豹
大卫·S·李,1325400,6.6259,黑豹
娜比娅·毕,1389035,6.6259,黑豹
廖凡,1007401,6.5344,邪不压正 江湖儿女
丁嘉丽,1038974,6.5344,邪不压正 江湖儿女
凯瑟琳·哈恩,1022649,6.4935,蜘蛛侠：平行宇宙 精灵旅社3：疯狂假期
李梦,1317539,6.4656,邪不压正 英雄本色2018
佟大为,1009179,6.3996,来电狂响 那些女人 破梦游戏
田雨,1316331,6.3867,来电狂响 暗夜良人 格桑花开的时候
代乐乐,1275749,6.3777,来电狂响 二十岁
马思纯,1275243,6.3655,狄仁杰之四大天王 奇葩朵朵
王景春,1275934,6.3477,影 那些女人 张艺谋和他的“影”
马丽,1319032,6.3457,来电狂响
霍思燕,1000145,6.3457,来电狂响
乔杉,1316368,6.3457,来电狂响
许娣,1318124,6.3457,来电狂响
李萍,1328349,6.3457,来电狂响
张帆,1318045,6.3457,来电狂响
何泓姗,1328277,6.3457,来电狂响
姜来,1407999,6.3457,来电狂响
刘奇,1397524,6.3457,来电狂响
钟鹿纯,1386624,6.3457,来电狂响
韩昕妤,1373451,6.3457,来电狂响
李柄熹,1408000,6.3457,来电狂响
赵宇涵,1411325,6.3457,来电狂响
毕大勋,1411326,6.3457,来电狂响
李恬洁,1411331,6.3457,来电狂响
贝乐乐,1344544,6.3457,来电狂响
斯科特·伊斯特伍德,1000188,6.3322,环太平洋：雷霆再起
卡莉·史派妮,1362560,6.3322,环太平洋：雷霆再起
景甜,1275432,6.3322,环太平洋：雷霆再起
查理·戴,1004621,6.3322,环太平洋：雷霆再起
伯恩·戈曼,1049809,6.3322,环太平洋：雷霆再起
亚德里亚·霍纳,1348880,6.3322,环太平洋：雷霆再起
菊地凛子,1014006,6.3322,环太平洋：雷霆再起
卡兰·布拉尔,1330968,6.3322,环太平洋：雷霆再起
黄恺杰,1335432,6.3322,环太平洋：雷霆再起
新田真剑佑,1350197,6.3322,环太平洋：雷霆再起
吉丽,1344838,6.3322,环太平洋：雷霆再起
雪莉·罗德里格斯,1372643,6.3322,环太平洋：雷霆再起
拉哈特·亚当斯,1390574,6.3322,环太平洋：雷霆再起
列维·米登,1342304,6.3322,环太平洋：雷霆再起
达斯汀·克莱尔,1309518,6.3322,环太平洋：雷霆再起
陈梓童,1359495,6.3322,环太平洋：雷霆再起
于小伟,1314386,6.3322,环太平洋：雷霆再起
钱泳辰,1317702,6.3322,环太平洋：雷霆再起
郭家铭,1315908,6.3322,环太平洋：雷霆再起
金桢勋,1006447,6.3322,环太平洋：雷霆再起
菊池润美,1373793,6.3322,环太平洋：雷霆再起
丹尼尔·弗雷里格尔,1314303,6.3322,环太平洋：雷霆再起
齐柏林·汉密尔顿,1390575,6.3322,环太平洋：雷霆再起
尼克·塔拉贝,1049665,6.3322,环太平洋：雷霆再起
布里德基·萨蒂纳,1233239,6.3322,环太平洋：雷霆再起
小蒂姆·约翰逊,1390578,6.3322,环太平洋：雷霆再起
乔什·斯坦伯,1152605,6.3322,环太平洋：雷霆再起
斯蒂芬妮·阿琳,1362665,6.3322,环太平洋：雷霆再起
关晓彤,1276032,6.3056,影 张艺谋和他的“影” 一纸婚约
邓超,1274235,6.2981,影 张艺谋和他的“影”
孙俪,1004856,6.2981,影 张艺谋和他的“影”
封柏,1364294,6.2981,影 张艺谋和他的“影”
李炳雷,1357568,6.0714,狄仁杰之四大天王 天下第一镖局 玩命
林更新,1314535,6.0634,狄仁杰之四大天王
阮经天,1259866,6.0634,狄仁杰之四大天王
盛鉴,1316991,6.0634,狄仁杰之四大天王
杨一威,1344877,6.0634,狄仁杰之四大天王
唐古特·宝日夫,1397792,6.0634,狄仁杰之四大天王
张傲月,1353125,6.0634,狄仁杰之四大天王
孙蛟龙,1344879,6.0634,狄仁杰之四大天王
汪汐潮,1326518,6.0634,狄仁杰之四大天王
铁男,1390434,6.0634,狄仁杰之四大天王
许明虎,1325510,6.0634,狄仁杰之四大天王
陈赫,1313841,6.0577,爱情公寓 断片之险途夺宝
韩彦博,1362972,6.056,李茶的姑妈 监狱犬计划
张伟,1336920,6.055,熊出没·变形记
张秉君,1336919,6.055,熊出没·变形记
谭笑,1336930,6.055,熊出没·变形记
宋阳,1350407,6.0435,李茶的姑妈
卢靖姗,1018743,6.0435,李茶的姑妈
陈冰,1407471,6.0435,李茶的姑妈
张镨冉,1407123,6.0435,李茶的姑妈
王宇,1407462,6.0435,李茶的姑妈
赵雪,1407461,6.0435,李茶的姑妈
张琛,1394958,6.0435,李茶的姑妈
魏玮,1407472,6.0435,李茶的姑妈
朱微玮,1407473,6.0435,李茶的姑妈
芦莹,1407474,6.0435,李茶的姑妈
李海银,1407469,6.0435,李茶的姑妈
何子君,1407467,6.0435,李茶的姑妈
高海宝,1394939,6.0435,李茶的姑妈
刘坤,1356681,6.0435,李茶的姑妈
钱晨光,1388864,6.0435,李茶的姑妈
许晴,1005268,5.9326,邪不压正 24小时：末路重生
拉什·沙玛,1350832,5.9059,小萝莉的猴神大叔 起跑线 厕所英雄
彭于晏,1013782,5.8349,邪不压正
姜文,1021999,5.8349,邪不压正
周韵,1037851,5.8349,邪不压正
泽田谦也,1005531,5.8349,邪不压正
安地,1397205,5.8349,邪不压正
史航,1275948,5.8349,邪不压正
陈曦,1405410,5.8349,邪不压正
谭耀文,1033280,5.7486,反贪风暴3 叶问外传：张天志 美丽战争
袁弘,1275443,5.7477,爱情公寓 泡芙小姐
郑嘉颖,1274666,5.7467,反贪风暴3 叶问外传：张天志
栢天男,1384345,5.7467,反贪风暴3 叶问外传：张天志
通恰伊·古奈什,1391308,5.7119,神奇动物：格林德沃之罪 憨豆特工3
邓家佳,1274361,5.5543,爱情公寓
李佳航,1313030,5.5543,爱情公寓
李金铭,1313843,5.5543,爱情公寓
刘天佐,1318324,5.5543,爱情公寓
赵志伟,1361763,5.5543,爱情公寓
张双利,1317610,5.5543,爱情公寓
南派三叔,1349772,5.5543,爱情公寓
韦正,1313918,5.5543,爱情公寓
汪远,1313654,5.5543,爱情公寓
朱桢,1326248,5.5543,爱情公寓
于立,1325480,5.5543,爱情公寓
罗姝涵,1368473,5.5543,爱情公寓
许和琪,1368470,5.5543,爱情公寓
刘雨昕,1368471,5.5543,爱情公寓
张希雅,1368472,5.5543,爱情公寓
孔雪儿,1368475,5.5543,爱情公寓
关凯元,1368474,5.5543,爱情公寓
张悠然,1368476,5.5543,爱情公寓
陈旭明,1341783,5.5543,爱情公寓
赵子豪,1353646,5.5543,爱情公寓
徐梦洁,1395215,5.5543,爱情公寓
常钰,1368559,5.5543,爱情公寓
韩丹,1395148,5.5543,爱情公寓
严丰,1394145,5.5543,爱情公寓
安东尼·丹尼尔斯,1032150,5.391,无敌破坏王2：大闹互联网 星球大战8：最后的绝地武士
古天乐,1027577,5.3064,反贪风暴3 武林怪兽 脱皮爸爸
谢楠,1313761,5.2845,幕后玩家 祖宗十九代
张智霖,1050979,5.2792,反贪风暴3 泄密者 古剑奇谭之流月昭明
列维·施瑞博尔,1027151,5.1608,蜘蛛侠：平行宇宙 小马宝莉大电影 犬之岛
张继聪,1316230,5.1442,反贪风暴3 泄密者 七号公馆
杰克·布莱克,1049492,5.1098,勇敢者游戏：决战丛林 滴答屋
李易峰,1314140,5.0968,动物世界
曹炳琨,1313383,5.0968,动物世界
王戈,1375802,5.0968,动物世界
苏可,1315540,5.0968,动物世界
肯尼思·霍,1348874,4.9763,古墓丽影：源起之战 铁甲战神
艾丽西亚·维坎德,1233154,4.9747,古墓丽影：源起之战
多米尼克·威斯特,1027173,4.9747,古墓丽影：源起之战
吴彦祖,1027502,4.9747,古墓丽影：源起之战
克里斯汀·斯科特·托马斯,1021997,4.9747,古墓丽影：源起之战
尼克·弗罗斯特,1000102,4.9747,古墓丽影：源起之战
德里克·雅各比,1027866,4.9747,古墓丽影：源起之战
安东尼奥·阿克儿,1374102,4.9747,古墓丽影：源起之战
亚历山大·维尧姆,1164580,4.9747,古墓丽影：源起之战
杰美·温斯顿,1315313,4.9747,古墓丽影：源起之战
迈克尔·奥拜奥拉,1126609,4.9747,古墓丽影：源起之战
艾米丽·凯里,1374915,4.9747,古墓丽影：源起之战
凯文·哈特,1286162,4.9193,勇敢者游戏：决战丛林
尼克·乔纳斯,1049552,4.9193,勇敢者游戏：决战丛林
瑞斯·达比,1000122,4.9193,勇敢者游戏：决战丛林
亚历克斯·沃尔夫,1220062,4.9193,勇敢者游戏：决战丛林
瑟达吕斯·布兰,1329000,4.9193,勇敢者游戏：决战丛林
麦迪森·伊瑟曼,1363304,4.9193,勇敢者游戏：决战丛林
摩根·特纳,1228823,4.9193,勇敢者游戏：决战丛林
梅森·古乔内,1386043,4.9193,勇敢者游戏：决战丛林
马克·埃文·杰克逊,1207621,4.9193,勇敢者游戏：决战丛林
玛琳·辛科,1002715,4.9193,勇敢者游戏：决战丛林
特雷西·邦纳,1349026,4.9193,勇敢者游戏：决战丛林
玛莉贝丝·梦露,1350878,4.9193,勇敢者游戏：决战丛林
米西·派勒,1041116,4.9193,勇敢者游戏：决战丛林
杰米·雷内尔,1179124,4.9193,勇敢者游戏：决战丛林
卡尔利斯·布克,1331712,4.9193,勇敢者游戏：决战丛林
罗翰·昌德,1342071,4.9193,勇敢者游戏：决战丛林
科林·汉克斯,1036307,4.9193,勇敢者游戏：决战丛林
姜宏波,1274900,4.7644,快把我哥带走 幸福马上来
张子枫,1274254,4.5551,快把我哥带走 你好，之华
岳云鹏,1317663,4.4506,祖宗十九代 天气预爆 幸福马上来 断片之险途夺宝
弗卢拉·博格,1349608,4.4317,无敌破坏王2：大闹互联网 公牛历险记
邓丽欣,1028496,4.4298,反贪风暴3
夏嫣,1326280,4.4298,反贪风暴3
蔡瀚亿,1335563,4.4298,反贪风暴3
卢海鹏,1038772,4.4298,反贪风暴3
罗兰,1054340,4.4298,反贪风暴3
麦长青,1274580,4.4298,反贪风暴3
陈庭欣,1354757,4.4298,反贪风暴3
丁海峰,1275864,4.4298,反贪风暴3
冯雷,1316572,4.4298,反贪风暴3
李昕岳,1323402,4.4298,反贪风暴3
科甘-迈克尔·凯,1000430,4.4048,精灵旅社3：疯狂假期 铁血战士
多姆纳尔·格里森,1313116,4.3633,比得兔 星球大战8：最后的绝地武士
黛西·雷德利,1339916,4.3633,比得兔 星球大战8：最后的绝地武士
诺亚·尤佩,1356120,4.3236,寂静之地 奇迹男孩 超能泰坦 迷镇凶案
沙梅克·摩尔,1350106,4.2574,蜘蛛侠：平行宇宙
杰克·约翰逊,1316713,4.2574,蜘蛛侠：平行宇宙
海莉·斯坦菲尔德,1312964,4.2574,蜘蛛侠：平行宇宙
马赫沙拉·阿里,1004702,4.2574,蜘蛛侠：平行宇宙
布莱恩·泰里·亨利,1390623,4.2574,蜘蛛侠：平行宇宙
莉莉·汤姆林,1049728,4.2574,蜘蛛侠：平行宇宙
劳伦·维勒斯,1166181,4.2574,蜘蛛侠：平行宇宙
约翰·木兰尼,1275059,4.2574,蜘蛛侠：平行宇宙
金可·格伦,1333568,4.2574,蜘蛛侠：平行宇宙
尼古拉斯·凯奇,1054455,4.2574,蜘蛛侠：平行宇宙
克里斯·派恩,1053621,4.2574,蜘蛛侠：平行宇宙
娜塔丽·莫瑞丝,1274375,4.2574,蜘蛛侠：平行宇宙
格里塔·李,1338526,4.2574,蜘蛛侠：平行宇宙
乔玛·塔科内,1031911,4.2574,蜘蛛侠：平行宇宙
华金·科西奥,1306249,4.2574,蜘蛛侠：平行宇宙
蕾克·贝尔,1000020,4.2574,蜘蛛侠：平行宇宙
梅勒妮·海恩斯,1394974,4.2574,蜘蛛侠：平行宇宙
尼克·杰恩,1394972,4.2574,蜘蛛侠：平行宇宙
穆尼卜·拉赫曼,1394973,4.2574,蜘蛛侠：平行宇宙
卡洛斯·萨拉戈萨,1021665,4.2574,蜘蛛侠：平行宇宙
黛西·罗斯·布莱内斯,1209168,4.2574,蜘蛛侠：平行宇宙
里夫·霍顿,1105833,4.2574,蜘蛛侠：平行宇宙
哈里森·奈特,1255248,4.2574,蜘蛛侠：平行宇宙
莱克斯·朗,1110937,4.2574,蜘蛛侠：平行宇宙
凯特琳·麦肯纳-威尔金森,1120120,4.2574,蜘蛛侠：平行宇宙
斯科特·门维尔,1120547,4.2574,蜘蛛侠：平行宇宙
克里斯托弗·米勒,1119399,4.2574,蜘蛛侠：平行宇宙
柯特妮·佩尔顿,1128516,4.2574,蜘蛛侠：平行宇宙
克里斯蒂·法瑞斯,1128044,4.2574,蜘蛛侠：平行宇宙
杰奎琳·皮诺尔,1058044,4.2574,蜘蛛侠：平行宇宙
贾斯汀·沉卡罗,1141790,4.2574,蜘蛛侠：平行宇宙
梅利莎·斯特姆,1384431,4.2574,蜘蛛侠：平行宇宙
郭京飞,1274663,4.1526,胖子行动队 21克拉 宝贝儿 泡芙小姐
约翰尼·德普,1054456,4.093,神奇动物：格林德沃之罪 淘气大侦探
雅各布·特伦布莱,1332866,4.0838,铁血战士 奇迹男孩
亚历珊德拉·福特,1397541,4.0304,神奇动物：格林德沃之罪 妈妈咪呀2
埃迪·雷德梅恩,1010503,4.0249,神奇动物：格林德沃之罪 无敌原始人
乔纳森·班克斯,1061460,3.9978,超人总动员2 通勤营救
任达华,1031194,3.9904,幕后玩家 西北风云 兄弟班 冰封侠：时空行者
凯瑟琳·沃特斯顿,1316589,3.9889,神奇动物：格林德沃之罪
裘德·洛,1010510,3.9889,神奇动物：格林德沃之罪
埃兹拉·米勒,1313037,3.9889,神奇动物：格林德沃之罪
丹·福勒,1027317,3.9889,神奇动物：格林德沃之罪
艾莉森·萨多尔,1350625,3.9889,神奇动物：格林德沃之罪
卡勒姆·特纳,1328007,3.9889,神奇动物：格林德沃之罪
金秀贤,1314456,3.9889,神奇动物：格林德沃之罪
威廉·纳迪兰,1361420,3.9889,神奇动物：格林德沃之罪
凯文·格思里,1335226,3.9889,神奇动物：格林德沃之罪
卡门·艾乔戈,1014022,3.9889,神奇动物：格林德沃之罪
沃尔夫·罗特,1148157,3.9889,神奇动物：格林德沃之罪
德里克·里德尔,1144522,3.9889,神奇动物：格林德沃之罪
科内尔·约翰,1397748,3.9889,神奇动物：格林德沃之罪
英格瓦·埃盖特·西古德松,1041279,3.9889,神奇动物：格林德沃之罪
波佩·科比-特曲,1337282,3.9889,神奇动物：格林德沃之罪
西蒙·米考克,1357921,3.9889,神奇动物：格林德沃之罪
大卫·樱井,1010775,3.9889,神奇动物：格林德沃之罪
维多利亚·耶茨,1397745,3.9889,神奇动物：格林德沃之罪
大卫·威尔莫特,1301030,3.9889,神奇动物：格林德沃之罪
艾德·高根,1380541,3.9889,神奇动物：格林德沃之罪
奥莉维亚·波皮卡,1371466,3.9889,神奇动物：格林德沃之罪
阿尔菲·西蒙斯,1346043,3.9889,神奇动物：格林德沃之罪
菲奥娜·格拉斯科特,1094753,3.9889,神奇动物：格林德沃之罪
杰米·坎贝尔·鲍尔,1040510,3.9889,神奇动物：格林德沃之罪
托比·瑞格波,1274356,3.9889,神奇动物：格林德沃之罪
约书亚·谢伊,1397375,3.9889,神奇动物：格林德沃之罪
布隆蒂斯·佐杜洛夫斯基,1342190,3.9889,神奇动物：格林德沃之罪
杰西卡·威廉姆斯,1189267,3.9889,神奇动物：格林德沃之罪
欧文·弗热瑞,1355887,3.9889,神奇动物：格林德沃之罪
休·夸希,1139515,3.9889,神奇动物：格林德沃之罪
塔希尔·布尔汉,1392821,3.9889,神奇动物：格林德沃之罪
迈克尔·科布,1392814,3.9889,神奇动物：格林德沃之罪
萨比恩·克洛森,1335966,3.9889,神奇动物：格林德沃之罪
肖恩·吉斯灵厄姆,1395013,3.9889,神奇动物：格林德沃之罪
迈克尔·海登,1342873,3.9889,神奇动物：格林德沃之罪
露丝·霍洛克斯,1397361,3.9889,神奇动物：格林德沃之罪
泰·赫尔利,1369268,3.9889,神奇动物：格林德沃之罪
纳西尔·贾玛,1397749,3.9889,神奇动物：格林德沃之罪
迪诺·布加迪,1388106,3.9889,神奇动物：格林德沃之罪
许君聪,1362516,3.9104,胖子行动队 武林怪兽 断片之险途夺宝
徐光宇,1324384,3.8896,快把我哥带走 信仰者 黄大年
佘诗曼,1019718,3.8831,黄金兄弟 泄密者
彭昱畅,1354775,3.7531,快把我哥带走
赵今麦,1337036,3.7531,快把我哥带走
孙泽源,1390023,3.7531,快把我哥带走
方翔锐,1390025,3.7531,快把我哥带走
刘冠毅,1365006,3.7531,快把我哥带走
吴樾,1314321,3.672,祖宗十九代 武林怪兽 英雄本色2018 我是你妈 我说的都是真的
约翰·拉岑贝格,1002680,3.6418,超人总动员2 萌犬好声音
戴维德·迪格斯,1370143,3.6352,奇迹男孩 公牛历险记
段博文,1313011,3.6015,幕后玩家 古墓兽影
王丽坤,1313574,3.5861,幕后玩家
朱珠,1317092,3.5861,幕后玩家
赵达,1322795,3.5861,幕后玩家
鲍晓,1381851,3.5861,幕后玩家
赵英博,1396966,3.5665,悲伤逆流成河
任敏,1397388,3.5665,悲伤逆流成河
辛云来,1397178,3.5665,悲伤逆流成河
章若楠,1397180,3.5665,悲伤逆流成河
朱丹妮,1397106,3.5665,悲伤逆流成河
格雷格·T·尼尔森,1002721,3.5438,超人总动员2
霍利·亨特,1031838,3.5438,超人总动员2
